eval/mean_reward,time/total_timesteps,eval/mean_ep_length,train/clip_fraction,train/learning_rate,train/loss,train/explained_variance,train/n_updates,train/entropy_loss,train/clip_range,train/value_loss,train/policy_gradient_loss,train/approx_kl,rollout/ep_rew_mean,time/time_elapsed,time/iterations,rollout/ep_len_mean,time/fps
50.39720916748047,25600,36.0,0.362646484375,0.0003,79495.7265625,0.0,120,-6.392940817773342,0.2,171499.83564453124,-0.04761992474086583,0.04146938,,,,,
55.44845199584961,26624,36.0,,,,,,,,,,,,,,,
47.131561279296875,27648,36.0,0.35361328125,0.0003,96398.0859375,0.0,130,-6.392353457212448,0.2,183511.88979492188,-0.04467603217344731,0.041758917,,,,,
49.647308349609375,28672,36.0,,,,,,,,,,,,,,,
47.82904052734375,29696,36.0,0.355810546875,0.0003,79086.046875,-1.1920928955078125e-07,140,-6.391843563318252,0.2,183957.84296875,-0.04730746338609606,0.0431889,,,,,
51.635318756103516,30720,36.0,,,,,,,,,,,,,,,
49.202972412109375,31744,36.0,0.367431640625,0.0003,91612.5390625,1.1920928955078125e-07,150,-6.391302153468132,0.2,167906.15932617188,-0.04536156107205898,0.040402565,,,,,
49.863868713378906,32768,36.0,,,,,,,,,,,,,,,
55.28903579711914,33792,36.0,0.36357421875,0.0003,110618.890625,0.0,160,-6.390758103132248,0.2,181649.16772460938,-0.04162015159672592,0.039688796,,,,,
56.16324234008789,34816,36.0,,,,,,,,,,,,,,,
41.366172790527344,35840,36.0,0.3541015625,0.0003,84220.703125,0.0,170,-6.390193386375904,0.2,173481.23486328125,-0.049541627400321885,0.04321786,,,,,
49.41761016845703,36864,36.0,,,,,,,,,,,,,,,
53.06357955932617,37888,36.0,0.3521484375,0.0003,94091.0703125,0.0,180,-6.389784707129001,0.2,170854.616015625,-0.0435601889010286,0.041356005,,,,,
50.02320861816406,38912,36.0,,,,,,,,,,,,,,,
52.961219787597656,39936,36.0,0.3576171875,0.0003,87088.2734375,0.0,190,-6.389402279257775,0.2,169554.0712890625,-0.04647870673798025,0.042051446,,,,,
53.923789978027344,40960,36.0,,,,,,,,,,,,,,,
,40960,,,,,,,,,,,,1238.39262616,77,20,36.0,531
50.36954116821289,41984,36.0,0.3564453125,0.0003,91382.6171875,0.0,200,-6.38889017701149,0.2,179812.08413085938,-0.04595522418385371,0.042367745,,,,,
55.2674446105957,43008,36.0,,,,,,,,,,,,,,,
46.30253219604492,44032,36.0,0.366748046875,0.0003,99033.8203125,-2.384185791015625e-07,210,-6.388287846744061,0.2,179745.06948242188,-0.0483331385825295,0.045503363,,,,,
47.63676452636719,45056,36.0,,,,,,,,,,,,,,,
50.79560470581055,46080,36.0,0.387451171875,0.0003,86599.5390625,0.0,220,-6.387649041414261,0.2,173137.52841796874,-0.04600880670477636,0.042839434,,,,,
52.402099609375,47104,36.0,,,,,,,,,,,,,,,
49.50288391113281,48128,36.0,0.380419921875,0.0003,75034.171875,0.0,230,-6.3868779465556145,0.2,176885.32705078126,-0.04271942929481156,0.04494258,,,,,
46.903411865234375,49152,36.0,,,,,,,,,,,,,,,
53.05388641357422,50176,36.0,0.3669921875,0.0003,85015.3203125,-2.384185791015625e-07,240,-6.386248101294041,0.2,171193.28198242188,-0.04512318237684667,0.043210253,,,,,
56.229740142822266,51200,36.0,,,,,,,,,,,,,,,
48.1329460144043,52224,36.0,0.350341796875,0.0003,87106.65625,1.7881393432617188e-07,250,-6.385619769990444,0.2,165577.71494140624,-0.04351061730412766,0.040164795,,,,,
51.06962203979492,53248,36.0,,,,,,,,,,,,,,,
52.281982421875,54272,36.0,0.382421875,0.0003,93762.7734375,0.0,260,-6.3848453566432,0.2,167993.84416503907,-0.04006595306273084,0.04513756,,,,,
47.98766326904297,55296,36.0,,,,,,,,,,,,,,,
47.063045501708984,56320,36.0,0.365966796875,0.0003,84695.015625,1.1920928955078125e-07,270,-6.384205955266952,0.2,170874.0864746094,-0.04180097541538998,0.04416474,,,,,
