eval/mean_ep_length,eval/mean_reward,time/total_timesteps,train/clip_fraction,train/clip_range,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/value_loss,train/loss,train/n_updates,train/entropy_loss,train/explained_variance,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/iterations,time/time_elapsed
27.0,54.055511474609375,109568,0.474072265625,0.2,0.0003,0.07850786,-0.04233453444903716,28.55053300857544,16.48273468017578,530,-3.585452853888273,0.0,,,,,
27.0,52.94410705566406,110592,,,,,,,,,,,,,,,
27.0,49.99916076660156,111616,0.440673828125,0.2,0.0003,0.07138356,-0.041979214883758685,23.984924724698068,12.211405754089355,540,-3.5678207211196424,0.0,,,,,
27.0,50.13043212890625,112640,,,,,,,,,,,,,,,
27.0,50.289451599121094,113664,0.475634765625,0.2,0.0003,0.092758305,-0.04852274704608135,26.33323590159416,8.520673751831055,550,-3.5298131093382836,0.0,,,,,
27.0,50.814544677734375,114688,,,,,,,,,,,,,,,
27.0,53.46026611328125,115712,0.470703125,0.2,0.0003,0.085595414,-0.04044993369025178,24.587726703286172,14.275446891784668,560,-3.502298527956009,0.0,,,,,
27.0,51.11466979980469,116736,,,,,,,,,,,,,,,
27.0,55.68982696533203,117760,0.458740234375,0.2,0.0003,0.07751787,-0.04777576980122831,23.591830083727835,10.693944931030273,570,-3.4828331343829633,0.0,,,,,
27.0,52.821224212646484,118784,,,,,,,,,,,,,,,
27.0,55.4448356628418,119808,0.511572265625,0.2,0.0003,0.08493514,-0.04272816325537861,26.0184171885252,8.545276641845703,580,-3.491296773403883,0.0,,,,,
27.0,55.75890350341797,120832,,,,,,,,,,,,,,,
27.0,53.91419982910156,121856,0.453955078125,0.2,0.0003,0.08313088,-0.04750342998304404,26.139649277925493,14.81100845336914,590,-3.4799038894474505,-1.1920928955078125e-07,,,,,
27.0,50.844093322753906,122880,,,,,,,,,,,,,,,
,,122880,,,,,,,,,,,56.27290788000002,517,27.0,60,237
27.0,52.95789337158203,123904,0.480419921875,0.2,0.0003,0.08309509,-0.04183481934887823,23.23394495844841,7.786096096038818,600,-3.4478666447103024,0.0,,,,,
27.0,52.393062591552734,124928,,,,,,,,,,,,,,,
27.0,55.22416305541992,125952,0.50419921875,0.2,0.0003,0.10363738,-0.05288681098027155,24.957283186912537,12.33271598815918,610,-3.457891998440027,0.0,,,,,
27.0,54.644073486328125,126976,,,,,,,,,,,,,,,
27.0,56.42328643798828,128000,0.469189453125,0.2,0.0003,0.09533964,-0.04410121311666444,20.004799428582192,12.16259479522705,620,-3.4568708993494512,0.0,,,,,
27.0,50.66969680786133,129024,,,,,,,,,,,,,,,
